C1903TS003_1 C1903TS003_2 C1903TS003_3 C1903TS044_1 C1903TS066_1 C1903TS067_1 C1903TS067_2 C1903TS067_3 C1903TS067_4 C1903TS067_5 C1903TS073_1 C1903TS073_2 C1903TS073_3 C1903TS073_4 C1903TS073_5 C1903TS087_1 C1903TS087_2 C1903TS087_3 C1903TS102_1 C1903TS103_1 C1903TS103_2 C1903TS123_1 C1903TS123_2 C1903TS123_3 C1903TS123_4 C1903TS123_5 C1903TS131_1 C1903TS131_2 C1903TS131_3 C1903TS131_4 C1903TS131_5 C1903TS152_1 C1903TS152_2 C1903TS152_3 C1903TS152_4 C1903TS152_5 C1903TS156_1 C1903TS156_2 C1903TS156_3 C1903TS156_4 C1903TS156_5 C1903TS158_1 C1903TS158_2 C1903TS158_3 C1903TS158_4 C1903TS158_5 C1903TS182_1 C1903TS182_2 C1903TS182_3 C1903TS182_4 C1903TS182_5 C1903TS196_1 C1903TS200_1 C1903TS210_1 C1903TS210_2 C1903TS210_3 C1903TS210_4 C1903TS210_5 C1903TS211_1 C1903TS211_2 C1903TS211_3 C1903TS211_4 C1903TS211_5 C1903TS213_1 C1903TS213_2 C1903TS213_3 C1903TS213_4 C1903TS213_5 C1903TS215_1 C1903TS215_2 C1903TS215_3 C1903TS215_4 C1903TS215_5 C1903TS228_1 C1903TS230_1 C1903TS230_2 C1903TS230_3 C1903TS230_4 C1903TS230_5 C1903TS240_1 C1903TS240_2 C1903TS240_3 C1903TS240_4 C1903TS240_5 C1903TS247_1 C1903TS247_2 C1903TS247_3 C1903TS247_4 C1903TS247_5 C1903TS258_1 C1903TS258_2 C1903TS258_3 C1903TS258_4 C1903TS258_5 C1903TS270_1 C1903TS273_1 C1903TS273_2 C1903TS273_3 C1903TS273_4 C1903TS273_5 C1903TS278_1 C1903TS278_2 C1903TS278_3 C1903TS278_4 C1903TS278_5 C1903TS299_1 C1903TS299_2 C1903TS299_3 C1903TS299_4 C1903TS299_5 C1903TS301_1 C1903TS309_1 C1903TS309_2 C1903TS309_3 C1903TS309_4 C1903TS309_5 C1903TS347_1 C1903TS359_1 C1903TS369_1 C1903TS369_2 C1903TS369_3 C1903TS369_4 C1903TS369_5 C1903TS389_1 C1903TS389_2 C1903TS389_3 C1903TS389_4 C1903TS389_5 C1903TS401_1 C1903TS404_1 C1903TS404_2 C1903TS404_3 C1903TS404_4 C1903TS404_5 C1903TS405_1 C1903TS405_2 C1903TS405_3 C1903TS405_4 C1903TS405_5 C1903TS413_1 C1903TS413_2 C1903TS413_3 C1903TS413_4 C1903TS413_5 C1903TS414_1 C1903TS414_2 C1903TS414_3 C1903TS414_4 C1903TS414_5 C1903TS438_1 C1903TS438_2 C1903TS438_3 C1903TS438_4 C1903TS438_5
0.250627 0.253451 0.269324 0.361692 0.294056 0.276229 0.276229 0.291091 0.294487 0.243824 0.279209 0.290178 0.281078 0.2734 0.288151 0.345805 0.358276 0.355816 0.262047 0.283526 0.262047 0.324009 0.31842 0.309563 0.309033 0.309033 0.347242 0.351651 0.35636 0.354116 0.351746 0.355147 0.364289 0.32825 0.309328 0.268178 0.34551 0.3525 0.339936 0.351494 0.338837 0.289609 0.157268 0.308725 0.294409 0.166713 0.324432 0.207281 0.325459 0.217345 0.306935 0.338123 0.249661 0.338687 0.33777 0.336742 0.345774 0.338478 0.353404 0.27906 0.318475 0.308552 0.313951 0.361156 0.359984 0.361195 0.359086 0.361028 0.332883 0.339279 0.326303 0.32866 0.333526 0.359115 0.331932 0.360295 1 0.340863 0.349798 0.362554 0.342989 0.360612 0.358509 0.356571 0.342982 0.331344 0.328198 0.323756 0.322068 0.282943 0.277443 0.273382 0.278777 0.272923 0.333857 0.311207 0.313958 0.314093 0.209334 0.193178 0.33314 0.33607 0.336776 0.340794 0.336192 0.33314 0.33607 0.336776 0.340794 0.336192 0.361692 0.341498 0.321413 0.347327 0.331328 0.312485 0.280915 0.336452 0.336375 0.343274 0.326365 0.350157 0.338224 0.320213 0.325067 0.21969 0.267701 0.293802 0.318239 0.335587 0.336507 0.339125 0.326188 0.335314 0.345774 0.328014 0.338413 0.332804 0.36593 0.365662 0.361331 0.352244 0.365118 0.359971 0.346943 0.370291 0.367258 0.362763 0.362677 0.338292 0.342421 0.33873 0.346008 0.340357
0.257301 0.24372 0.258581 0.343612 0.291203 0.272507 0.272507 0.294929 0.298158 0.246848 0.28196 0.285038 0.27154 0.278816 0.283365 0.356856 0.34641 0.346413 0.292902 0.289119 0.292902 0.317378 0.312962 0.311834 0.296002 0.296002 0.345749 0.343716 0.344927 0.343843 0.346708 0.342854 0.356679 0.342478 0.311523 0.275356 0.330202 0.330253 0.327414 0.332053 0.322015 0.286754 0.157538 0.305115 0.305564 0.169653 0.321163 0.218803 0.321116 0.223147 0.318108 0.336603 0.257131 0.342186 0.335032 0.339639 0.32716 0.333798 0.339573 0.29616 0.309136 0.300551 0.310931 0.335821 0.342752 0.338268 0.335485 0.337115 0.334202 0.316291 0.338652 0.340097 0.319649 0.341788 0.311298 0.34655 0.33493 1 0.327303 0.335843 0.337246 0.330818 0.341705 0.337143 0.349882 0.34449 0.321768 0.335441 0.335161 0.282529 0.292712 0.276108 0.290909 0.293696 0.338332 0.311475 0.305549 0.309525 0.197022 0.192399 0.329583 0.339689 0.344165 0.335685 0.334668 0.329583 0.339689 0.344165 0.335685 0.334668 0.343612 0.335217 0.330643 0.339663 0.340293 0.332399 0.279597 0.337791 0.340783 0.340977 0.335339 0.336811 0.336778 0.324506 0.335982 0.22036 0.273407 0.299592 0.312447 0.334055 0.337421 0.33239 0.329497 0.332908 0.32716 0.333602 0.333733 0.326817 0.345003 0.355411 0.350426 0.348625 0.360769 0.35959 0.338088 0.359797 0.363932 0.355431 0.352582 0.358263 0.350808 0.357047 0.358783 0.355605
0.253751 0.246122 0.257193 0.349425 0.297681 0.272553 0.272553 0.289113 0.292926 0.241911 0.285837 0.278317 0.266526 0.267146 0.273514 0.345094 0.346952 0.347312 0.289965 0.283925 0.289965 0.326368 0.320605 0.311577 0.307575 0.307575 0.348271 0.349724 0.351358 0.356202 0.351966 0.341825 0.350113 0.328013 0.304892 0.277173 0.333622 0.334508 0.333751 0.338282 0.331776 0.285033 0.153297 0.308748 0.294269 0.161139 0.327263 0.220345 0.326371 0.218889 0.317064 0.325814 0.254535 0.328096 0.34204 0.342066 0.317421 0.339914 0.351796 0.283387 0.309738 0.30634 0.301847 0.348186 0.346935 0.34791 0.348585 0.350492 0.319902 0.328584 0.328633 0.320487 0.319175 0.347818 0.33845 0.359833 0.353201 0.323618 1 0.343944 0.340348 0.341042 0.334881 0.341785 0.327518 0.332102 0.321784 0.318726 0.326944 0.289203 0.28216 0.278931 0.282685 0.289293 0.332649 0.303001 0.311784 0.311991 0.210517 0.190042 0.328552 0.326535 0.324683 0.335342 0.330119 0.328552 0.326535 0.324683 0.335342 0.330119 0.349425 0.328534 0.323551 0.335428 0.339538 0.327358 0.287686 0.322453 0.343136 0.336735 0.312647 0.348077 0.341991 0.311808 0.32035 0.235516 0.270912 0.298124 0.317706 0.33222 0.336367 0.332885 0.319187 0.331887 0.317421 0.328375 0.339849 0.313153 0.337352 0.340739 0.34231 0.338813 0.342763 0.349429 0.330613 0.347527 0.354156 0.342787 0.344113 0.341827 0.336514 0.343474 0.341316 0.339484
0.315303 0.290491 0.286135 0.470639 0.365946 0.320718 0.320718 0.340379 0.342954 0.273634 0.343482 0.353501 0.337415 0.335237 0.34814 0.475558 0.467303 0.483769 0.331693 0.331011 0.331693 0.379351 0.385801 0.392499 0.356316 0.356316 0.456525 0.451103 0.460277 0.450819 0.454478 0.469563 0.478259 0.444948 0.367113 0.344132 0.438918 0.442035 0.440791 0.443352 0.433834 0.336436 0.182642 0.365145 0.351587 0.190908 0.396266 0.239477 0.399139 0.24636 0.387886 0.458288 0.291467 0.461463 0.438678 0.46307 0.422337 0.417631 0.475482 0.336205 0.377123 0.355758 0.364309 0.462245 0.460354 0.464912 0.460544 0.458663 0.417508 0.425705 0.410424 0.407442 0.418641 0.460821 0.367742 0.392552 0.391906 0.377696 0.383769 1 0.551478 0.609474 0.61863 0.609482 0.434284 0.430277 0.412723 0.432981 0.403495 0.373042 0.360204 0.348979 0.355882 0.343963 0.434173 0.368728 0.363933 0.363285 0.230842 0.201986 0.449135 0.455333 0.482334 0.468617 0.479535 0.449135 0.455333 0.482334 0.468617 0.479535 0.470639 0.451366 0.409949 0.43295 0.437095 0.41985 0.335576 0.454993 0.458946 0.47848 0.387614 0.474586 0.458609 0.422577 0.428552 0.249837 0.348515 0.345362 0.413628 0.419849 0.418698 0.423657 0.402951 0.426764 0.422337 0.412992 0.417702 0.423296 0.46898 0.462644 0.483489 0.476072 0.463212 0.479124 0.463399 0.485435 0.485267 0.494461 0.506767 0.462054 0.459785 0.457262 0.45548 0.447605
0.332192 0.306035 0.307228 0.485741 0.408195 0.328756 0.328756 0.361932 0.365426 0.292366 0.377448 0.383414 0.354483 0.364327 0.375486 0.506379 0.494425 0.50846 0.342877 0.359528 0.342877 0.400909 0.404732 0.402622 0.369454 0.369454 0.474745 0.477957 0.47174 0.474547 0.478047 0.495597 0.518502 0.456711 0.37229 0.365216 0.456187 0.464727 0.457156 0.460539 0.454027 0.364018 0.167954 0.378928 0.372759 0.198681 0.423921 0.251915 0.425442 0.252633 0.424599 0.470196 0.310611 0.476081 0.444706 0.47661 0.443477 0.43579 0.506947 0.355735 0.393733 0.369032 0.376458 0.478044 0.472431 0.483149 0.476138 0.476764 0.434509 0.432185 0.426244 0.423937 0.41665 0.474071 0.371284 0.414788 0.394228 0.392483 0.403895 0.576465 1 0.623982 0.60049 0.598273 0.440228 0.447559 0.430548 0.442519 0.418943 0.365116 0.374468 0.357959 0.358361 0.349836 0.458002 0.375861 0.381491 0.380013 0.237716 0.228106 0.477875 0.479459 0.495565 0.487061 0.511427 0.477875 0.479459 0.495565 0.487061 0.511427 0.485741 0.477003 0.432997 0.445744 0.46087 0.418767 0.351272 0.462962 0.497039 0.507768 0.414714 0.508291 0.499302 0.445274 0.457147 0.252488 0.368452 0.372735 0.439978 0.426931 0.428073 0.431815 0.418563 0.428673 0.443477 0.447477 0.435716 0.447376 0.505728 0.503759 0.496 0.508582 0.507045 0.515521 0.491289 0.51967 0.510235 0.516408 0.523537 0.471027 0.463638 0.468565 0.46819 0.467154
0.330634 0.299999 0.308383 0.487302 0.392649 0.31816 0.31816 0.349897 0.352648 0.283143 0.36472 0.377168 0.349661 0.358389 0.364913 0.491771 0.486114 0.495795 0.337649 0.352984 0.337649 0.404244 0.400364 0.402418 0.366133 0.366133 0.490428 0.491491 0.480147 0.482899 0.491984 0.49599 0.509592 0.467251 0.375431 0.355957 0.455998 0.462723 0.453077 0.463875 0.452319 0.373109 0.183717 0.377552 0.360222 0.202466 0.421417 0.25232 0.422266 0.256204 0.405293 0.46709 0.321357 0.481472 0.470801 0.488927 0.431237 0.446792 0.510324 0.3493 0.392153 0.359903 0.370097 0.479219 0.472924 0.479907 0.478914 0.47823 0.426106 0.442063 0.442462 0.430445 0.432047 0.478737 0.376256 0.418762 0.40283 0.384184 0.400114 0.630292 0.619929 1 0.688736 0.702546 0.455915 0.452639 0.427935 0.45533 0.429483 0.368242 0.372801 0.3632 0.37553 0.361283 0.451067 0.370816 0.372859 0.376353 0.235521 0.230541 0.470383 0.482506 0.494521 0.497771 0.498386 0.470383 0.482506 0.494521 0.497771 0.498386 0.487302 0.467123 0.423717 0.448719 0.453534 0.424595 0.351181 0.464106 0.485919 0.499289 0.404471 0.499974 0.490231 0.435342 0.450791 0.250395 0.362489 0.363432 0.428434 0.419732 0.429931 0.424056 0.416674 0.424247 0.431237 0.439311 0.446761 0.433407 0.490603 0.491925 0.494642 0.511901 0.498007 0.497891 0.474154 0.507905 0.501514 0.513815 0.515414 0.480817 0.475827 0.470298 0.474136 0.48366
0.324918 0.296962 0.294592 0.481993 0.391483 0.323715 0.323715 0.364699 0.366968 0.284032 0.357181 0.359206 0.354126 0.354903 0.36416 0.478194 0.483273 0.485284 0.337245 0.341524 0.337245 0.395558 0.394784 0.403975 0.364761 0.364761 0.476418 0.472669 0.472549 0.468511 0.475272 0.493154 0.501793 0.454328 0.378929 0.348027 0.446533 0.455905 0.446661 0.458597 0.445381 0.356665 0.183869 0.369866 0.353423 0.204042 0.422832 0.259419 0.43024 0.257882 0.411262 0.471652 0.315055 0.472485 0.458759 0.4854 0.434081 0.440867 0.502086 0.352661 0.391201 0.360875 0.375308 0.473789 0.468156 0.474025 0.474889 0.469966 0.429092 0.443251 0.446004 0.433222 0.428014 0.469053 0.376503 0.415851 0.407601 0.393497 0.394908 0.637027 0.593603 0.684793 1 0.691938 0.453363 0.442907 0.420991 0.441022 0.428086 0.363083 0.37486 0.352968 0.364273 0.358371 0.449852 0.376494 0.375684 0.373823 0.23571 0.22071 0.463469 0.469732 0.486711 0.483162 0.502271 0.463469 0.469732 0.486711 0.483162 0.502271 0.481993 0.471501 0.43206 0.45532 0.45812 0.41818 0.354575 0.45965 0.477144 0.487615 0.409307 0.48639 0.486915 0.432283 0.458447 0.256261 0.352122 0.353622 0.427378 0.426165 0.439104 0.429871 0.428772 0.428528 0.434081 0.438858 0.440795 0.434052 0.485475 0.485869 0.488047 0.492918 0.496041 0.490468 0.481014 0.497022 0.492737 0.501706 0.494616 0.469049 0.469636 0.462642 0.466907 0.47179
0.334352 0.302363 0.304664 0.498692 0.40329 0.338829 0.338829 0.371486 0.374728 0.293487 0.369642 0.387164 0.356048 0.353761 0.3679 0.510005 0.50688 0.506515 0.358549 0.357243 0.358549 0.416024 0.404048 0.417502 0.390949 0.390949 0.496725 0.494735 0.498077 0.493921 0.495299 0.51881 0.532991 0.475683 0.392297 0.366247 0.466465 0.472462 0.470063 0.477978 0.468756 0.368638 0.192045 0.376441 0.369282 0.220041 0.436305 0.259766 0.441848 0.26026 0.41889 0.484341 0.327259 0.492942 0.481005 0.502624 0.44521 0.456577 0.521793 0.362073 0.395278 0.370937 0.384978 0.489778 0.485793 0.492167 0.487366 0.488861 0.448614 0.459766 0.457445 0.448486 0.450758 0.493171 0.390722 0.424996 0.41692 0.399967 0.412598 0.657403 0.60595 0.721094 0.717237 1 0.460403 0.458398 0.435923 0.461656 0.437705 0.373207 0.382985 0.373026 0.370234 0.368733 0.462055 0.38664 0.386306 0.385145 0.246471 0.229047 0.488724 0.489321 0.511014 0.50392 0.524117 0.488724 0.489321 0.511014 0.50392 0.524117 0.498692 0.482892 0.433879 0.455424 0.467644 0.428822 0.360379 0.483022 0.495418 0.514097 0.415386 0.506316 0.506952 0.45232 0.474124 0.263492 0.370003 0.369745 0.442954 0.429801 0.437519 0.435923 0.42961 0.435328 0.44521 0.44811 0.456502 0.439136 0.500803 0.523975 0.513061 0.528331 0.517005 0.520214 0.49417 0.512935 0.507736 0.522629 0.523838 0.493091 0.483379 0.479145 0.484371 0.481328
0.295774 0.272774 0.2884 0.425278 0.359609 0.308583 0.308583 0.339619 0.339242 0.268553 0.32782 0.332671 0.337002 0.321815 0.352366 0.45427 0.455694 0.452101 0.308004 0.32792 0.308004 0.376884 0.374284 0.36798 0.348622 0.348622 0.433485 0.426522 0.438724 0.434529 0.429305 0.4362 0.435467 0.597803 0.345923 0.322894 0.416294 0.428118 0.410582 0.421281 0.413987 0.328219 0.176292 0.333955 0.336598 0.18982 0.370241 0.226002 0.37284 0.234169 0.363271 0.428286 0.291919 0.415466 0.399313 0.431478 0.387548 0.393779 0.433674 0.337684 0.364135 0.346553 0.354158 0.421677 0.428581 0.426669 0.422634 0.418716 0.390552 0.390947 0.396564 0.391095 0.378071 0.423762 0.347635 0.371764 0.36893 0.384069 0.359812 0.435517 0.423299 0.434706 0.429068 0.429478 1 0.561091 0.463836 0.587623 0.5222 0.325643 0.334784 0.317659 0.326275 0.322502 0.407583 0.352671 0.35005 0.356528 0.218159 0.215689 0.419607 0.436088 0.44283 0.450532 0.429095 0.419607 0.436088 0.44283 0.450532 0.429095 0.425278 0.432361 0.401585 0.426637 0.402347 0.390496 0.316137 0.424277 0.437642 0.447139 0.372972 0.437106 0.436647 0.386157 0.398253 0.243205 0.31943 0.327007 0.394017 0.372801 0.377779 0.377461 0.377011 0.378219 0.387548 0.387111 0.393708 0.386568 0.41166 0.43576 0.439945 0.435595 0.440573 0.435153 0.43198 0.4385 0.45089 0.434361 0.457046 0.657837 0.686051 0.669289 0.675903 0.657586
0.288392 0.271617 0.289064 0.427202 0.350825 0.290082 0.290082 0.329623 0.329611 0.264835 0.337371 0.34474 0.326485 0.322161 0.339711 0.447858 0.446178 0.44164 0.313158 0.325977 0.313158 0.373207 0.386916 0.364494 0.338092 0.338092 0.429378 0.428771 0.423006 0.428835 0.427899 0.446658 0.448609 0.570101 0.350263 0.336867 0.407821 0.410386 0.406866 0.415409 0.404178 0.333004 0.171644 0.336568 0.336884 0.20084 0.379025 0.245055 0.372401 0.235949 0.372337 0.43199 0.293675 0.420238 0.419267 0.43009 0.390717 0.393456 0.436958 0.331472 0.360744 0.339878 0.345269 0.422149 0.428911 0.426011 0.422914 0.420349 0.398413 0.389459 0.398305 0.397652 0.388656 0.427065 0.357767 0.375519 0.355304 0.387132 0.368238 0.427538 0.434999 0.439397 0.420984 0.429203 0.56319 1 0.446306 0.559555 0.54911 0.330614 0.337396 0.323971 0.330906 0.329861 0.393768 0.350871 0.352321 0.353323 0.224303 0.222045 0.424933 0.428082 0.435016 0.444164 0.421033 0.424933 0.428082 0.435016 0.444164 0.421033 0.427202 0.427568 0.405337 0.427206 0.424219 0.397159 0.334086 0.423166 0.437962 0.437747 0.383467 0.435904 0.441277 0.391296 0.410122 0.257771 0.33405 0.333404 0.385392 0.39181 0.402632 0.392338 0.393042 0.389586 0.390717 0.38624 0.393422 0.396729 0.423068 0.44586 0.438866 0.442049 0.442272 0.439757 0.431494 0.441768 0.448445 0.449617 0.454749 0.653964 0.648187 0.633902 0.634006 0.637516
0.281755 0.265868 0.285761 0.396137 0.329312 0.291218 0.291218 0.330455 0.33219 0.259593 0.338527 0.340154 0.326814 0.316855 0.334938 0.407395 0.410856 0.413759 0.293292 0.326226 0.293292 0.347644 0.352711 0.347906 0.324906 0.324906 0.420748 0.420283 0.421002 0.420986 0.41753 0.416366 0.41991 0.461654 0.342038 0.307626 0.397106 0.397608 0.389376 0.399088 0.392879 0.314289 0.183344 0.317786 0.32051 0.185606 0.364065 0.237024 0.364382 0.234263 0.346301 0.404623 0.287964 0.408916 0.373534 0.408963 0.375051 0.387659 0.416783 0.315189 0.353739 0.338315 0.33871 0.394345 0.395041 0.397483 0.398132 0.395622 0.372148 0.366334 0.366443 0.357791 0.355471 0.389405 0.343873 0.355586 0.353948 0.348823 0.354734 0.39967 0.395752 0.402573 0.394167 0.400538 0.466054 0.435458 1 0.45479 0.425088 0.332125 0.315844 0.314316 0.333629 0.314104 0.399254 0.34052 0.341546 0.343025 0.222877 0.212334 0.40034 0.411177 0.411144 0.425919 0.407046 0.40034 0.411177 0.411144 0.425919 0.407046 0.396137 0.409957 0.362527 0.399889 0.402978 0.370615 0.30828 0.400308 0.426898 0.423685 0.358406 0.41864 0.41752 0.372875 0.377091 0.244671 0.314116 0.301151 0.382772 0.373604 0.380454 0.375829 0.373408 0.375685 0.375051 0.362063 0.387729 0.37781 0.402567 0.421359 0.417331 0.412971 0.416006 0.417442 0.402422 0.414976 0.402499 0.421371 0.417466 0.471633 0.464976 0.479291 0.4807 0.477187
0.285214 0.27843 0.286727 0.41381 0.346952 0.297736 0.297736 0.33311 0.332799 0.260656 0.334472 0.341547 0.318247 0.328201 0.340155 0.447492 0.428428 0.439505 0.304779 0.321954 0.304779 0.361096 0.374713 0.35857 0.334961 0.334961 0.421242 0.420005 0.421246 0.41496 0.420478 0.419424 0.42316 0.918196 0.346871 0.327023 0.400292 0.407716 0.399035 0.411246 0.391996 0.327889 0.181308 0.322141 0.336356 0.17758 0.362858 0.233635 0.360542 0.246794 0.365012 0.4184 0.289811 0.41132 0.387907 0.419403 0.382518 0.379996 0.419511 0.330132 0.352456 0.3476 0.344802 0.41633 0.410895 0.412257 0.415217 0.417541 0.37827 0.367605 0.377423 0.37626 0.37547 0.414028 0.353869 0.368352 0.353375 0.378233 0.358584 0.430894 0.420737 0.435367 0.417912 0.428839 0.581362 0.561625 0.462641 1 0.495645 0.309816 0.331717 0.320711 0.312072 0.322804 0.385675 0.350628 0.346952 0.349536 0.227499 0.220919 0.406368 0.420691 0.446996 0.42619 0.416318 0.406368 0.420691 0.446996 0.42619 0.416318 0.41381 0.429566 0.395701 0.402409 0.398947 0.383162 0.317156 0.421291 0.424066 0.435825 0.361335 0.426248 0.420346 0.374358 0.394092 0.251225 0.32485 0.321821 0.38213 0.387148 0.393831 0.38742 0.388818 0.386112 0.382518 0.38011 0.379924 0.37804 0.400581 0.429164 0.428121 0.421529 0.419114 0.422383 0.426235 0.431324 0.441191 0.431457 0.44452 0.629021 0.655137 0.668681 0.649782 0.648917
0.282934 0.273355 0.29 0.408327 0.339795 0.294292 0.294292 0.331595 0.333621 0.266559 0.339089 0.351329 0.32744 0.329708 0.344945 0.43446 0.422891 0.43535 0.310382 0.320556 0.310382 0.366734 0.362199 0.361889 0.334856 0.334856 0.407613 0.40367 0.404192 0.40106 0.403919 0.425515 0.418597 0.517535 0.344972 0.329464 0.410864 0.407454 0.410114 0.410124 0.400651 0.328185 0.177789 0.335329 0.336163 0.196458 0.368635 0.244483 0.369643 0.247927 0.370223 0.413182 0.286 0.395357 0.385624 0.407899 0.377228 0.383232 0.420421 0.330097 0.356805 0.333487 0.346268 0.408527 0.407845 0.406905 0.407192 0.402703 0.385297 0.378699 0.385745 0.390973 0.386678 0.401946 0.362222 0.371141 0.354022 0.374923 0.362243 0.411669 0.405999 0.414443 0.4114 0.413719 0.530021 0.543586 0.434684 0.505848 1 0.326736 0.331526 0.323023 0.327516 0.334136 0.403352 0.346318 0.348421 0.349557 0.228985 0.216052 0.419304 0.415317 0.417214 0.432345 0.407215 0.419304 0.415317 0.417214 0.432345 0.407215 0.408327 0.419404 0.395148 0.410018 0.401827 0.38668 0.327751 0.408628 0.423212 0.432273 0.380349 0.425367 0.429603 0.394575 0.394056 0.244493 0.327599 0.333624 0.381122 0.386259 0.393061 0.389508 0.388081 0.387919 0.377228 0.371303 0.38316 0.380282 0.402372 0.423316 0.418104 0.416121 0.424166 0.419157 0.42041 0.419815 0.438499 0.428193 0.434035 0.596455 0.583166 0.569285 0.595989 0.591409
0.235854 0.232905 0.224845 0.314631 0.263674 0.235571 0.235571 0.264556 0.26785 0.216659 0.2518 0.269904 0.25489 0.251726 0.271192 0.316579 0.312228 0.315627 0.253811 0.264656 0.253811 0.274104 0.300944 0.279762 0.265207 0.265207 0.309501 0.31256 0.312123 0.310433 0.31429 0.312001 0.310575 0.293963 0.324081 0.265996 0.293323 0.297505 0.291583 0.302518 0.290144 0.254378 0.146348 0.264233 0.25739 0.149954 0.300631 0.180983 0.298677 0.201499 0.287091 0.311095 0.223792 0.294572 0.299998 0.297821 0.288027 0.287082 0.319762 0.264331 0.310791 0.312352 0.332814 0.311025 0.312567 0.310665 0.309057 0.304264 0.289083 0.293844 0.296631 0.290001 0.288646 0.30947 0.273037 0.296411 0.274273 0.284696 0.288355 0.327343 0.313707 0.320731 0.319074 0.320393 0.303719 0.291831 0.298797 0.28944 0.298795 1 0.323514 0.305626 0.313895 0.311824 0.297489 0.330891 0.332535 0.339338 0.193186 0.182327 0.304327 0.311872 0.311665 0.316903 0.311751 0.304327 0.311872 0.311665 0.316903 0.311751 0.314631 0.306897 0.291211 0.304869 0.316061 0.288518 0.275737 0.305152 0.315517 0.320254 0.299683 0.312586 0.312546 0.29337 0.30663 0.204997 0.26284 0.252498 0.286735 0.317894 0.312397 0.317942 0.308494 0.317402 0.288027 0.279129 0.287016 0.291869 0.307277 0.307684 0.309868 0.312068 0.30881 0.310662 0.315194 0.312539 0.311839 0.31725 0.310874 0.305543 0.303954 0.304369 0.305791 0.297591
0.250903 0.24589 0.237482 0.32211 0.279667 0.250419 0.250419 0.287573 0.289347 0.232179 0.261029 0.27516 0.258235 0.26668 0.266121 0.330026 0.325335 0.322458 0.270831 0.276347 0.270831 0.29299 0.319828 0.310538 0.288873 0.288873 0.327517 0.322199 0.319048 0.321068 0.321729 0.337509 0.333563 0.315231 0.296724 0.268916 0.317866 0.312519 0.312051 0.319768 0.308462 0.280368 0.150331 0.287107 0.274493 0.16463 0.322692 0.207093 0.325402 0.213318 0.318331 0.331225 0.235061 0.319795 0.312826 0.320755 0.300154 0.304578 0.334101 0.281361 0.294575 0.29155 0.298176 0.320454 0.324279 0.324361 0.321085 0.322379 0.311794 0.311722 0.307777 0.303725 0.295513 0.320408 0.284791 0.304857 0.285983 0.29878 0.290714 0.336667 0.336119 0.345067 0.344095 0.33922 0.319144 0.317399 0.307005 0.309045 0.30878 0.329054 1 0.334722 0.332216 0.365928 0.328774 0.299259 0.298351 0.300354 0.193752 0.179812 0.321557 0.328042 0.329745 0.334654 0.333205 0.321557 0.328042 0.329745 0.334654 0.333205 0.32211 0.330605 0.301809 0.315142 0.31917 0.298823 0.283491 0.328075 0.33946 0.339439 0.337461 0.33117 0.337772 0.314518 0.327227 0.216704 0.263177 0.276338 0.304493 0.322009 0.323631 0.32339 0.315688 0.319235 0.300154 0.306992 0.304513 0.304157 0.333472 0.337697 0.331156 0.33754 0.335994 0.340657 0.328705 0.343207 0.333067 0.324223 0.332931 0.328561 0.327375 0.330202 0.32926 0.323052
0.254347 0.233226 0.234445 0.301838 0.277654 0.245091 0.245091 0.270424 0.273176 0.217979 0.251385 0.264146 0.249485 0.252539 0.24899 0.316703 0.311005 0.317682 0.270707 0.275823 0.270707 0.286366 0.298763 0.282846 0.280609 0.280609 0.291901 0.293529 0.296165 0.296828 0.29656 0.320666 0.315748 0.295844 0.274497 0.267753 0.284359 0.290873 0.287522 0.29205 0.281478 0.258725 0.153607 0.279823 0.26444 0.157549 0.288026 0.210944 0.294423 0.209951 0.288864 0.303231 0.236237 0.292259 0.290785 0.288466 0.286073 0.281483 0.311408 0.272067 0.290472 0.268875 0.272706 0.301335 0.300398 0.298471 0.29976 0.298768 0.290802 0.302973 0.289569 0.283862 0.282951 0.30033 0.275987 0.291601 0.277763 0.284918 0.289033 0.315421 0.308485 0.31811 0.310028 0.317312 0.290084 0.293128 0.29084 0.290626 0.295478 0.311178 0.326786 1 0.319528 0.339508 0.292634 0.274902 0.276505 0.275876 0.197793 0.174619 0.304395 0.29759 0.299409 0.311906 0.303931 0.304395 0.29759 0.299409 0.311906 0.303931 0.301838 0.307346 0.276391 0.298119 0.297202 0.28813 0.266348 0.301602 0.302367 0.303164 0.310519 0.309147 0.30309 0.294546 0.310878 0.213898 0.26045 0.267852 0.277676 0.312517 0.310975 0.313666 0.311435 0.313723 0.286073 0.295001 0.281417 0.284917 0.307112 0.312829 0.315017 0.3148 0.310137 0.318042 0.302096 0.321115 0.316132 0.312917 0.323076 0.309882 0.296466 0.305703 0.304058 0.302104
